release_date,title,overview,popularity,vote_count,vote_average,original_language,genre,poster_url
19-01-2017,Shadow Strike 9,A fearless hero fights against powerful enemies to save lives.,31.64,1582,6.5,hi,Action,https://example.com/action_7231.jpg
27-11-2017,Ishq Story 4,A heartfelt love story filled with emotions and connections.,45.28,3350,7.7,es,Romance,https://example.com/romance_7232.jpg
01-01-2020,War Zone 41,A fearless hero fights against powerful enemies to save lives.,86.61,6582,7.9,en,Action,https://example.com/action_7233.jpg
14-01-2023,Rapid Fire 3,A fearless hero fights against powerful enemies to save lives.,141.46,14146,6.5,en,Action,https://example.com/action_7234.jpg
08-12-2016,Fun Unlimited 21,"A light-hearted story full of humor, chaos, and fun moments.",33.82,3483,5.7,hi,Comedy,https://example.com/comedy_7235.jpg
30-01-2026,Eternal ??? 19,A heartfelt love story filled with emotions and connections.,200.83,13254,8.1,es,Romance,https://example.com/romance_7236.jpg
22-10-2023,Broken Lives 12,"An emotional journey of relationships, struggles, and life lessons.",150.64,7983,7.4,hi,Drama,https://example.com/drama_7237.jpg
07-09-2017,Silent Tears 44,"An emotional journey of relationships, struggles, and life lessons.",41.34,3059,8.2,hi,Drama,https://example.com/drama_7238.jpg
27-08-2019,Fading Memories 11,"An emotional journey of relationships, struggles, and life lessons.",82.35,5270,7.4,hi,Drama,https://example.com/drama_7239.jpg
28-04-2024,Ishq Story 45,A heartfelt love story filled with emotions and connections.,163.53,12591,6.9,es,Romance,https://example.com/romance_7240.jpg
25-07-2023,Mind Trap 47,A suspenseful story packed with twists and intense moments.,154.5,17767,7.8,ko,Thriller,https://example.com/thriller_7241.jpg
30-04-2022,Alien Code 2,A futuristic adventure exploring technology and unknown worlds.,128.73,14160,7.7,ja,Sci-Fi,https://example.com/sci-fi_7242.jpg
19-12-2018,Deadly Secret 30,A suspenseful story packed with twists and intense moments.,71.24,7978,7.5,ko,Thriller,https://example.com/thriller_7243.jpg
17-07-2025,Haunted Souls 25,A terrifying experience where dark forces haunt the living.,188.87,10387,6.9,en,Horror,https://example.com/horror_7244.jpg
27-02-2025,Dark Justice 28,"A gripping tale of crime, investigation, and justice.",174.85,9616,8.2,es,Crime,https://example.com/crime_7245.jpg
17-10-2016,Deadly Secret 20,A suspenseful story packed with twists and intense moments.,27.38,2738,8.5,en,Thriller,https://example.com/thriller_7246.jpg
27-09-2023,Time Loop 3,A futuristic adventure exploring technology and unknown worlds.,158.17,15816,8.4,en,Sci-Fi,https://example.com/sci-fi_7247.jpg
22-12-2023,The Heist 11,"A gripping tale of crime, investigation, and justice.",157.75,17825,9.2,es,Crime,https://example.com/crime_7248.jpg
14-06-2020,Eternal ??? 46,A heartfelt love story filled with emotions and connections.,91.86,7532,7.3,hi,Romance,https://example.com/romance_7249.jpg
06-07-2019,Rapid Fire 14,A fearless hero fights against powerful enemies to save lives.,73.88,8422,6.9,en,Action,https://example.com/action_7250.jpg
20-11-2020,Hidden Truth 4,A suspenseful story packed with twists and intense moments.,105.15,5888,8.4,ko,Thriller,https://example.com/thriller_7251.jpg
10-09-2025,Ishq Story 23,A heartfelt love story filled with emotions and connections.,186.96,9348,7.3,hi,Romance,https://example.com/romance_7252.jpg
05-03-2025,Haunted Souls 11,A terrifying experience where dark forces haunt the living.,175.13,20490,6.6,en,Horror,https://example.com/horror_7253.jpg
10-09-2019,Mind Trap 27,A suspenseful story packed with twists and intense moments.,77.79,7545,8.3,ko,Thriller,https://example.com/thriller_7254.jpg
16-10-2017,Ishq Story 40,A heartfelt love story filled with emotions and connections.,45.27,3304,8,es,Romance,https://example.com/romance_7255.jpg
13-10-2023,Eternal ??? 45,A heartfelt love story filled with emotions and connections.,153.61,10752,6.3,hi,Romance,https://example.com/romance_7256.jpg
29-12-2019,The Last Hope 19,"An emotional journey of relationships, struggles, and life lessons.",84.56,4735,8.4,hi,Drama,https://example.com/drama_7257.jpg
21-09-2016,Haunted Souls 21,A terrifying experience where dark forces haunt the living.,27.71,1579,6.6,ko,Horror,https://example.com/horror_7258.jpg
27-01-2023,Underworld 27,"A gripping tale of crime, investigation, and justice.",141.26,12430,8.5,en,Crime,https://example.com/crime_7259.jpg
23-08-2018,Final Assault 30,A fearless hero fights against powerful enemies to save lives.,62.85,5153,7.6,en,Action,https://example.com/action_7260.jpg
10-11-2022,Hidden Truth 10,A suspenseful story packed with twists and intense moments.,137.62,9358,7.7,ko,Thriller,https://example.com/thriller_7261.jpg
19-11-2017,The Chase 13,A suspenseful story packed with twists and intense moments.,50.1,5460,7.4,en,Thriller,https://example.com/thriller_7262.jpg
20-07-2023,The Curse 48,A terrifying experience where dark forces haunt the living.,150.07,9904,7.3,ko,Horror,https://example.com/horror_7263.jpg
14-02-2018,Future Earth 47,A futuristic adventure exploring technology and unknown worlds.,54.37,4132,8,en,Sci-Fi,https://example.com/sci-fi_7264.jpg
21-11-2022,Ishq Story 17,A heartfelt love story filled with emotions and connections.,137.4,7007,7.1,hi,Romance,https://example.com/romance_7265.jpg
28-12-2017,Mind Trap 15,A suspenseful story packed with twists and intense moments.,48.93,3669,7.9,ko,Thriller,https://example.com/thriller_7266.jpg
01-06-2018,Shadow Strike 13,A fearless hero fights against powerful enemies to save lives.,59.8,6099,7.1,hi,Action,https://example.com/action_7267.jpg
23-10-2018,Time Loop 42,A futuristic adventure exploring technology and unknown worlds.,61.89,5074,8,en,Sci-Fi,https://example.com/sci-fi_7268.jpg
11-01-2025,Rapid Fire 33,A fearless hero fights against powerful enemies to save lives.,177.18,14174,7.5,hi,Action,https://example.com/action_7269.jpg
05-03-2025,Final Assault 49,A fearless hero fights against powerful enemies to save lives.,183.05,15925,6.5,hi,Action,https://example.com/action_7270.jpg
19-03-2026,Hidden Truth 21,A suspenseful story packed with twists and intense moments.,200.76,20076,6.8,en,Thriller,https://example.com/thriller_7271.jpg
12-01-2023,Dark Woods 1,A terrifying experience where dark forces haunt the living.,144.86,13182,7.2,ko,Horror,https://example.com/horror_7272.jpg
13-03-2026,Mind Trap 34,A suspenseful story packed with twists and intense moments.,196.35,21205,7.7,ko,Thriller,https://example.com/thriller_7273.jpg
25-06-2021,Hidden Truth 36,A suspenseful story packed with twists and intense moments.,109.05,7197,6.9,en,Thriller,https://example.com/thriller_7274.jpg
07-12-2016,The Chase 5,A suspenseful story packed with twists and intense moments.,33.68,3469,7.8,en,Thriller,https://example.com/thriller_7275.jpg
12-11-2025,Galaxy War 38,A futuristic adventure exploring technology and unknown worlds.,194.9,17930,7.3,ja,Sci-Fi,https://example.com/sci-fi_7276.jpg
07-04-2020,Drama Queen 33,"A light-hearted story full of humor, chaos, and fun moments.",85.78,9778,5.6,en,Comedy,https://example.com/comedy_7277.jpg
29-04-2018,Deadly Secret 20,A suspenseful story packed with twists and intense moments.,54.49,4904,7.2,ko,Thriller,https://example.com/thriller_7278.jpg
02-03-2022,Fun Unlimited 45,"A light-hearted story full of humor, chaos, and fun moments.",125.1,14886,5.6,en,Comedy,https://example.com/comedy_7279.jpg
04-06-2016,Dark Woods 26,A terrifying experience where dark forces haunt the living.,15.27,900,7.5,en,Horror,https://example.com/horror_7280.jpg
28-07-2017,Rapid Fire 39,A fearless hero fights against powerful enemies to save lives.,37.52,2701,6.9,hi,Action,https://example.com/action_7281.jpg
10-04-2021,Underworld 9,"A gripping tale of crime, investigation, and justice.",107.83,8734,8.2,es,Crime,https://example.com/crime_7282.jpg
19-05-2025,Time Loop 8,A futuristic adventure exploring technology and unknown worlds.,181.77,12542,7.4,ja,Sci-Fi,https://example.com/sci-fi_7283.jpg
06-02-2017,Future Earth 37,A futuristic adventure exploring technology and unknown worlds.,36.44,2805,8.1,ja,Sci-Fi,https://example.com/sci-fi_7284.jpg
07-01-2018,The Curse 16,A terrifying experience where dark forces haunt the living.,47.56,2853,7.1,ko,Horror,https://example.com/horror_7285.jpg
28-09-2018,Future Earth 36,A futuristic adventure exploring technology and unknown worlds.,61.17,4343,8.5,en,Sci-Fi,https://example.com/sci-fi_7286.jpg
11-09-2018,Love Forever 10,A heartfelt love story filled with emotions and connections.,60.12,6012,6.3,hi,Romance,https://example.com/romance_7287.jpg
07-08-2021,Mind Trap 28,A suspenseful story packed with twists and intense moments.,116.91,13561,7.3,ko,Thriller,https://example.com/thriller_7288.jpg
20-03-2026,The Curse 43,A terrifying experience where dark forces haunt the living.,199.27,13749,6.4,ko,Horror,https://example.com/horror_7289.jpg
13-03-2022,The Last Hope 22,"An emotional journey of relationships, struggles, and life lessons.",121.37,6068,8.8,fr,Drama,https://example.com/drama_7290.jpg
20-08-2020,Love Forever 12,A heartfelt love story filled with emotions and connections.,100.14,6008,8.2,en,Romance,https://example.com/romance_7291.jpg
01-01-2024,Dark Woods 36,A terrifying experience where dark forces haunt the living.,157.3,18718,6.3,en,Horror,https://example.com/horror_7292.jpg
23-09-2024,Fading Memories 5,"An emotional journey of relationships, struggles, and life lessons.",170.03,16492,7.9,en,Drama,https://example.com/drama_7293.jpg
13-12-2024,Final Assault 8,A fearless hero fights against powerful enemies to save lives.,176.3,12164,7.8,en,Action,https://example.com/action_7294.jpg
01-08-2018,Deadly Secret 27,A suspenseful story packed with twists and intense moments.,57.07,4109,8.2,ko,Thriller,https://example.com/thriller_7295.jpg
31-08-2020,The Last Hope 29,"An emotional journey of relationships, struggles, and life lessons.",95.53,6878,7.8,hi,Drama,https://example.com/drama_7296.jpg
01-01-2024,Hidden Truth 27,A suspenseful story packed with twists and intense moments.,159.5,15152,7.8,ko,Thriller,https://example.com/thriller_7297.jpg
20-05-2023,Heart Beats 7,A heartfelt love story filled with emotions and connections.,149.8,10635,6.8,es,Romance,https://example.com/romance_7298.jpg
19-10-2017,Crazy Days 22,"A light-hearted story full of humor, chaos, and fun moments.",47.6,4950,5.7,hi,Comedy,https://example.com/comedy_7299.jpg
06-08-2020,Haunted Souls 19,A terrifying experience where dark forces haunt the living.,97.61,6832,6.5,ko,Horror,https://example.com/horror_7300.jpg
13-11-2021,The Chase 43,A suspenseful story packed with twists and intense moments.,119.87,7671,8.1,en,Thriller,https://example.com/thriller_7301.jpg
18-05-2017,Hidden Truth 24,A suspenseful story packed with twists and intense moments.,41.03,4513,7.9,en,Thriller,https://example.com/thriller_7302.jpg
26-09-2021,Time Loop 8,A futuristic adventure exploring technology and unknown worlds.,117.58,11287,8.1,en,Sci-Fi,https://example.com/sci-fi_7303.jpg
10-07-2018,Time Loop 4,A futuristic adventure exploring technology and unknown worlds.,60.07,3123,7.8,ja,Sci-Fi,https://example.com/sci-fi_7304.jpg
20-09-2017,The Last Hope 42,"An emotional journey of relationships, struggles, and life lessons.",45.28,5388,7.2,hi,Drama,https://example.com/drama_7305.jpg
25-04-2016,The Chase 14,A suspenseful story packed with twists and intense moments.,13.69,1492,7.5,en,Thriller,https://example.com/thriller_7306.jpg
15-06-2016,Underworld 1,"A gripping tale of crime, investigation, and justice.",23.82,1786,8.2,en,Crime,https://example.com/crime_7307.jpg
23-06-2017,Haunted Souls 21,A terrifying experience where dark forces haunt the living.,41.69,2501,6.9,ko,Horror,https://example.com/horror_7308.jpg
25-10-2019,Underworld 16,"A gripping tale of crime, investigation, and justice.",79.29,5233,8.9,es,Crime,https://example.com/crime_7309.jpg
08-09-2025,Deadly Secret 41,A suspenseful story packed with twists and intense moments.,193.85,15314,8.1,en,Thriller,https://example.com/thriller_7310.jpg
19-04-2017,Deadly Secret 27,A suspenseful story packed with twists and intense moments.,39.61,3287,8.6,en,Thriller,https://example.com/thriller_7311.jpg
16-10-2025,Final Assault 22,A fearless hero fights against powerful enemies to save lives.,195.71,20549,6.9,en,Action,https://example.com/action_7312.jpg
25-03-2020,City Crime 21,"A gripping tale of crime, investigation, and justice.",87.06,7922,8.9,es,Crime,https://example.com/crime_7313.jpg
27-06-2016,Drama Queen 4,"A light-hearted story full of humor, chaos, and fun moments.",17.32,1420,6.2,en,Comedy,https://example.com/comedy_7314.jpg
25-06-2022,Time Loop 38,A futuristic adventure exploring technology and unknown worlds.,132.52,15902,8.4,ja,Sci-Fi,https://example.com/sci-fi_7315.jpg
02-08-2020,Love Forever 43,A heartfelt love story filled with emotions and connections.,94.54,11155,6.7,en,Romance,https://example.com/romance_7316.jpg
09-09-2019,Fading Memories 48,"An emotional journey of relationships, struggles, and life lessons.",76.36,7025,8.8,hi,Drama,https://example.com/drama_7317.jpg
13-06-2025,Laugh Riot 18,"A light-hearted story full of humor, chaos, and fun moments.",180.63,9754,5.6,hi,Comedy,https://example.com/comedy_7318.jpg
09-08-2016,Fading Memories 15,"An emotional journey of relationships, struggles, and life lessons.",23.64,2482,8.2,fr,Drama,https://example.com/drama_7319.jpg
11-01-2025,Dark Justice 15,"A gripping tale of crime, investigation, and justice.",178.47,15883,9.2,es,Crime,https://example.com/crime_7320.jpg
16-09-2020,Future Earth 24,A futuristic adventure exploring technology and unknown worlds.,100.94,7873,6.7,en,Sci-Fi,https://example.com/sci-fi_7321.jpg
19-10-2019,Time Loop 33,A futuristic adventure exploring technology and unknown worlds.,82.04,7465,7.7,ja,Sci-Fi,https://example.com/sci-fi_7322.jpg
23-07-2018,The Heist 26,"A gripping tale of crime, investigation, and justice.",60.63,6548,8.9,es,Crime,https://example.com/crime_7323.jpg
04-04-2023,Heart Beats 42,A heartfelt love story filled with emotions and connections.,146.17,9647,6.6,hi,Romance,https://example.com/romance_7324.jpg
02-08-2023,Underworld 21,"A gripping tale of crime, investigation, and justice.",151.22,10585,8.2,en,Crime,https://example.com/crime_7325.jpg
06-05-2018,Alien Code 43,A futuristic adventure exploring technology and unknown worlds.,54.09,4976,7.3,en,Sci-Fi,https://example.com/sci-fi_7326.jpg
06-07-2025,Shadow Strike 3,A fearless hero fights against powerful enemies to save lives.,189.4,20834,7.6,hi,Action,https://example.com/action_7327.jpg
19-04-2016,Haunted Souls 44,A terrifying experience where dark forces haunt the living.,16.82,857,6.2,en,Horror,https://example.com/horror_7328.jpg
01-01-2023,Broken Lives 16,"An emotional journey of relationships, struggles, and life lessons.",137.74,9504,8.4,fr,Drama,https://example.com/drama_7329.jpg
04-08-2016,Hidden Truth 7,A suspenseful story packed with twists and intense moments.,18.97,2143,6.8,en,Thriller,https://example.com/thriller_7330.jpg
20-11-2017,The Curse 46,A terrifying experience where dark forces haunt the living.,51.32,4156,6.8,ko,Horror,https://example.com/horror_7331.jpg
26-08-2025,War Zone 35,A fearless hero fights against powerful enemies to save lives.,189.47,22167,6.2,en,Action,https://example.com/action_7332.jpg
